Title,Title_link,Thumbnail,brand-title,brand-variants,comment-star__count,Price,Headline,Field1,Field2,Field3,Field4
Rice Cake Red Bean Flavor 10.5oz,https://www.yamibuy.com/en/p/rice-cake-red-bean-flavor-10-5oz/1016057481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAZHILIAN,4 Options,,$4.09,Rice Cake Red Bean Flavor 10.5oz,3,China,,3.7
Original Flavor Crispies 600g,https://www.yamibuy.com/en/p/panda-original-flavor-crispies-600g/1016038961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PANDA,3 Options,,$4.99,Original Flavor Crispies 600g,31,China,China,4.7
Nougat Candy Combo,https://www.yamibuy.com/en/p/red-bean-dining-candy-combo/1016077991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Red Bean Dining,,,,Nougat Candy Combo,Be the first!,Taiwan,,
Fulushouxi Gift Box 200g,https://www.yamibuy.com/en/p/fulushouxi-gift-box-200g/1016077731,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Shendacheng,,,$27.99,Fulushouxi Gift Box 200g,3,China,,4.3
Shishiruyi Gift Box 150g,https://www.yamibuy.com/en/p/shishiruyi-gift-box-150g/1016077721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Shendacheng,,,,Shishiruyi Gift Box 150g,1,China,,5
Lava Cake Gift Box 90g,https://www.yamibuy.com/en/p/maxim-flow-milk-yellow-cake-gift-box-90g/1016077711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Shendacheng,,,$11.99,Lava Cake Gift Box 90g,11,China,,4
Egg Yolk Pastry 1pc 58g,https://www.yamibuy.com/en/p/egg-yolk-crisp-1-piece-58g/1016077471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Quzile,,,$2.69,Egg Yolk Pastry 1pc 58g,10,China,,4.1
Seaweed Fish Pastry 144g,https://www.yamibuy.com/en/p/caiyu-crisp-seaweed-fish-144g/1016077341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHENG ZU,,,$14.99,Seaweed Fish Pastry 144g,Be the first!,Taiwan,,
Mango Pineapple Cake 600g,https://www.yamibuy.com/en/p/kaonuxu-mango-pineapple-cake-600g/1016076641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Kaonuxu,8 Options,,$59.99,Mango Pineapple Cake 600g,Be the first!,Taiwan,Mango Flavor,
Yuzu Apple Cake 6pcs 300g,https://www.yamibuy.com/en/p/sunnyhills-yuzu-apple-cake-6pcs-300g/1016073821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SunnyHills,3 Options,,$33.99,Yuzu Apple Cake 6pcs 300g,1,Taiwan,Yuzu Apple Cake,5
Egg Yolk Puff With Durian Paste 360g,https://www.yamibuy.com/en/p/egg-yolk-puff-with-durian-paste-360g/1016073141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNGIVEN FOODS,4 Options,,,Egg Yolk Puff With Durian Paste 360g,42,China,Durian Flavor,4.5
Matcha Nougat  180g International Version,https://www.yamibuy.com/en/p/sugar-spice-qd12-180-matcha-nougat-180g-international-version/1016067721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Sugar & Spice,,,,Matcha Nougat  180g International Version,6,Taiwan,,5
French nougat 250g International Version,https://www.yamibuy.com/en/p/sugar-spice-french-nougat-250g-zipper-bag-international-version/1016067691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Sugar & Spice,,,,French nougat 250g International Version,3,Taiwan,,4.3
Grapefruit Cake Gift 50g*9,https://www.yamibuy.com/en/p/gobuycake-grapefruit-cake-gift-nine-50g-9/1016066711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GOBUYCAKE,3 Options,,,Grapefruit Cake Gift 50g*9,8,Taiwan,Grapefruit Cake,3
Watermelon Cake Gift 50g*9,https://www.yamibuy.com/en/p/gobuycake-watermelon-cake-gift-nine-50g-9/1016066701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GOBUYCAKE,3 Options,,,Watermelon Cake Gift 50g*9,3,Taiwan,Watermelon Cake,3.3
Flaky Pastry With Yolk 3pcs 159g,https://www.yamibuy.com/en/p/chen-yun-pao-chuan-flaky-pastry-with-yolk-3pcs/1016063971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHEN YUN PAO CHUAN,9 Options,,$6.59,Flaky Pastry With Yolk 3pcs 159g,148,Taiwan,Flaky Pastry with Yolk,4.8
Pomelo Cake 3pcs 159g,https://www.yamibuy.com/en/p/chen-yun-pao-chuan-pomelo-cake-3pcs-pomelo-cake-3pcs/1016063951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHEN YUN PAO CHUAN,9 Options,,,Pomelo Cake 3pcs 159g,32,Taiwan,Taushan Pomelo Cake,4.3
Handmade Caramel Treat Brown Sugar Flavor 100g,https://www.yamibuy.com/en/p/ching-tse-handmade-caramel-treat-brown-sugar-falvor/1016063021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHING TSE,3 Options,,$11.99,Handmade Caramel Treat Brown Sugar Flavor 100g,2,Taiwan,Black Sugar Flavor,3.5
TAIWAN Pineapple Cake 360g,https://www.yamibuy.com/en/p/taiwan-mincher-pineapple-cake-400g/1016061671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MINCHER,2 Options,,$3.09,TAIWAN Pineapple Cake 360g,19,Taiwan,Pineapple Cake,4
TAIWAN Taro cake 360g,https://www.yamibuy.com/en/p/taiwan-mincher-taro-cake-400g/1016061661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MINCHER,2 Options,,$3.09,TAIWAN Taro cake 360g,19,Taiwan,Taro Cake,3.8
Raisin soft cake 600g,https://www.yamibuy.com/en/p/sea-woods-raisin-soft-cake-600g/1016061101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SEA WOODS,,,$5.29,Raisin soft cake 600g,Be the first!,Taiwan,,
OEC wheat pastry 210g,https://www.yamibuy.com/en/p/oec-wheat-pastry-210g/1016061011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SMILE SUN,5 Options,,$2.99,OEC wheat pastry 210g,6,Taiwan,High Fiber Flavor 210g,4.7
Melon cake 208g,https://www.yamibuy.com/en/p/smile-sun-melon-cake-208g/1016060971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SMILE SUN,3 Options,,$2.09,Melon cake 208g,6,Taiwan,Melon Flavor,4.8
Shao Xing Longan Cake 300g,https://www.yamibuy.com/en/p/royal-family-shao-xing-longan-cake-300g/1016060671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYAL FAMILY,,,$5.59,Shao Xing Longan Cake 300g,5,Taiwan,,4
BAMBOO HOUSE Taiwan Souvenir 327g,https://www.yamibuy.com/en/p/bamboo-house-taiwan-souvenir-327g/1016060321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIAOSHANDENGLU,,,$5.29,BAMBOO HOUSE Taiwan Souvenir 327g,9,Taiwan,,3.8
Rice Cake 144g,https://www.yamibuy.com/en/p/shiawasedo-rice-cake-144g/1016060011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHIAWASEDO,,,$3.69,Rice Cake 144g,1,Japan,,1
Pie Cookies - Choco 120g,https://www.yamibuy.com/en/p/royal-family-pie-cookies-choco-119g/1016059601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYAL FAMILY,3 Options,,$2.49,Pie Cookies - Choco 120g,38,Taiwan,Chocolate Flavor,4.7
Rice Cake Chestnut Flavor 10.5oz,https://www.yamibuy.com/en/p/rice-cake-chestnt/1016057471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAZHILIAN,4 Options,,$4.09,Rice Cake Chestnut Flavor 10.5oz,2,China,Chestnut Flavor,1.5
DXC Pineapple Cake 400g,https://www.yamibuy.com/en/p/dxc-pineapple-cake-400g/1016057381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,,,$9.99,DXC Pineapple Cake 400g,3,China,,3.7
DXC Soft Flour Cake Original Flavor 454g,https://www.yamibuy.com/en/p/dxc-soft-flour-cake-original-flavor/1016056711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,3 Options,,$7.49,DXC Soft Flour Cake Original Flavor 454g,56,China,China,4.4
Monet's Garden Golden & Lychee Pineapple Cake Gift Set 8/Box,https://www.yamibuy.com/en/p/monet-s-garden-golden-lychee-pineapple-cake-gift-set-8-box/1016095101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,EMPEROR LOVE,,,$24.99,Monet's Garden Golden & Lychee Pineapple Cake Gift Set 8/Box,Be the first!,Taiwan,,
Salted Egg Yolk Pork Sung Chewy Cookie Cubes,https://www.yamibuy.com/en/p/snow-flake-chewy-cubes-salted-egg-yolk-pork-sung/1016079431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yu Cake,6 Options,57,,Salted Egg Yolk Pork Sung Chewy Cookie Cubes,57,United States,Salted Egg Yolk Pork Sung,4.9
Biscuit Avocado Flavor 160g,https://www.yamibuy.com/en/p/biscuit-avocado-flavor-160g/1016094781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHAOBAIWEI,2 Options,1,$3.99,Biscuit Avocado Flavor 160g,1,China,,5
Pineapple Sandwich Cookie 184g,https://www.yamibuy.com/en/p/hsufuchi-pineapple-sandwich-cookie-184g/1016005171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HSUFUCHI,4 Options,80,$3.69,Pineapple Sandwich Cookie 184g,80,Taiwan,Taiwan,4.6
Chewy Cubes Fig Flavor,https://www.yamibuy.com/en/p/snow-flake-chewy-cubes-fig/1016079441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yu Cake,6 Options,32,$11.99,Chewy Cubes Fig Flavor,32,United States,,4.9
Pineapple Cake 250g,https://www.yamibuy.com/en/p/royal-family-pineapple-cake-250g/1016004521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYAL FAMILY,,16,$5.49,Pineapple Cake 250g,16,Taiwan,Taiwan,4.2
Chewy Cubes Oreo Flavor 180g,https://www.yamibuy.com/en/p/chewy-cubes-oreo-flavor-180g/1016091391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yu Cake,,2,$12.99,Chewy Cubes Oreo Flavor 180g,2,United States,Hazelnut Choco,4.5
Strawberry Shortcake Sandwich 184g,https://www.yamibuy.com/en/p/hsufuchi-strawberry-shortcake-sandwich-184g/1016005651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HSUFUCHI,4 Options,20,$3.69,Strawberry Shortcake Sandwich 184g,20,Taiwan,China,4.7
Purple Sweet Patato Cake 300g,https://www.yamibuy.com/en/p/purple-sweet-patato-moon-cake-300g/1016094991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LAM SHENG KEE,3 Options,1,$14.99,Purple Sweet Patato Cake 300g,1,Taiwan,,5
Chewy Cubes Matcha Flavor,https://www.yamibuy.com/en/p/snow-flake-chewy-cubes-match/1016079471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yu Cake,6 Options,18,,Chewy Cubes Matcha Flavor,18,United States,Matcha,4.9
TAIWAN Taro Cakes 6Pc,https://www.yamibuy.com/en/p/taiwan-mincher-taro-cakes-6pc/1016005321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MINCHER,,16,$1.99,TAIWAN Taro Cakes 6Pc,16,Taiwan,,3.3
Dragon's Beard Candy Strawberry Flavor 50g,https://www.yamibuy.com/en/p/bao-shi-long-dragon-s-beard-candy-strawberry-flavor-50g/1016080211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAO SHI LONG,2 Options,11,$1.29,Dragon's Beard Candy Strawberry Flavor 50g,11,China,Strawberry Flavor,4.5
Sesame Glutinous Rice Dumpling (Bean) 360g,https://www.yamibuy.com/en/p/daoxiangcun-sesame-glutinous-rice-dumpling-bean-360g/1016031851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,,6,$9.99,Sesame Glutinous Rice Dumpling (Bean) 360g,6,China,China,3.3
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Whole Grain Wheat Cake 330g,https://www.yamibuy.com/en/p/taiwan-nice-whole-grain-wheat-cake-330g/1016018811,https://cdn.yamibuy.net/item/4b4e09e585401a59c5efec2741fb7c5e_684x684.webp,TAIWAN NICE,,21,$4.59,Whole Grain Wheat Cake 330g,21,Taiwan,Taiwan,3.8
LianCheng Taro Chips-Salt 90g,https://www.yamibuy.com/en/p/liancheng-taro-chips-salt-90g/1016089771,https://cdn.yamibuy.net/item/72e4d883afbe23b6592234f14f250815_684x684.webp,Liancheng,,3,$7.99,LianCheng Taro Chips-Salt 90g,Be the first!,Taiwan,,4
JIKAKU Red Bean Jelly -Matcha Flavor 150g,https://www.yamibuy.com/en/p/jikaku-red-bean-jelly-matcha-flavor-150g/1016004591,https://cdn.yamibuy.net/item/ddfb849e4fe3707b91c0e4f9bb8e3ef9_684x684.webp,SUGIMOTOYA,,20,$2.49,JIKAKU Red Bean Jelly -Matcha Flavor 150g,20,Japan,Japan,4
Strawberry Chewy Cookie Cubes,https://www.yamibuy.com/en/p/strawberry-chewy-cookie-cubes/1016081381,https://cdn.yamibuy.net/item/752f0aa04707ae5c1fadd482a40c8452_684x684.webp,Yu Cake,6 Options,11,,Strawberry Chewy Cookie Cubes,11,United States,Strawberry,4.8
Chewy Cubes Hazelnut Choco Flavor,https://www.yamibuy.com/en/p/chewy-cubes-hazelnut-choco-flavor/1016081401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yu Cake,6 Options,8,,Chewy Cubes Hazelnut Choco Flavor,8,United States,Hazelnut Choco,4.9
【Tea Meets Dessert】Green Tea 500ml+Osmanthus Flavor Rice Cake,https://www.yamibuy.com/en/p/tea-meets-dessert-green-tea-500ml-osmanthus-flavor-rice-cake/1016089031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,,,,【Tea Meets Dessert】Green Tea 500ml+Osmanthus Flavor Rice Cake,Be the first!,N/A,,
Snowflakes Pastry Strawberry Flavor 180g,https://www.yamibuy.com/en/p/snowflakes-strawberry-180g/1016085691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YO MAN,3 Options,1,$3.99,Snowflakes Pastry Strawberry Flavor 180g,1,China,,5
Egg Yolk Puff With Lotus Seed Paste,https://www.yamibuy.com/en/p/egg-yolk-puff-with-lotus-seed-paste/1016086781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ONETANG,4 Options,2,$9.99,Egg Yolk Puff With Lotus Seed Paste,2,China,Lotus Seed Paste,5
Soft Flour Cake Egg Crisp Crackers Grape Flavor 600g,https://www.yamibuy.com/en/p/miguduo-soft-flour-cake-egg-crisp-crackers-grape-flavor-600g/1016025811,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIGUDUO,,4,$3.99,Soft Flour Cake Egg Crisp Crackers Grape Flavor 600g,4,China,China,3.2
Red Bean Pastry Matcha Flavor 110g,https://www.yamibuy.com/en/p/imuraya-yokan-mocha-tea-110g/1016025481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMURAYA,,1,$2.29,Red Bean Pastry Matcha Flavor 110g,1,Japan,Japan,5
Boba Milk Tea Pastry 1pc 58g,https://www.yamibuy.com/en/p/boba-milk-tea-shortbread-1-piece-58g/1016077511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Quzile,,,$2.69,Boba Milk Tea Pastry 1pc 58g,19,China,,4.5
Slightly Hot Hills Pineapple Cake Oolong Tea Gift Box (2021 New Year Gift Box),https://www.yamibuy.com/en/p/slightly-hot-hills-pineapple-cake-oolong-tea-gift-box-2021-new-year-gift-box-943g/1016077311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SunnyHills,,,$79.99,Slightly Hot Hills Pineapple Cake Oolong Tea Gift Box (2021 New Year Gift Box),2,Taiwan,,5
Matcha Pineapple Cake 600g,https://www.yamibuy.com/en/p/kaonuxu-matcha-pineapple-cake-600g/1016076631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Kaonuxu,8 Options,,$59.99,Matcha Pineapple Cake 600g,1,Taiwan,Matcha Flavor,3
"Mixed Flavor Pineapple Value Set (Pineapple*8 Biscuits*8Tea*4), 715g",https://www.yamibuy.com/en/p/kaonuxu-special-gift-set-715g/1016076601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Kaonuxu,8 Options,,$69.99,"Mixed Flavor Pineapple Value Set (Pineapple*8 Biscuits*8Tea*4), 715g",Be the first!,Taiwan,Value Pack,
Apple Cake 500g,https://www.yamibuy.com/en/p/sunnyhills-apple-crisp-500g/1016072681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SunnyHills,3 Options,,$43.99,Apple Cake 500g,1,Taiwan,Apple Cake,5
Pineapple Cake 500g,https://www.yamibuy.com/en/p/sunnyhills-pineapple-cake-500g/1016072671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SunnyHills,3 Options,,$39.99,Pineapple Cake 500g,11,Taiwan,Pineapple Cake,5
Taiwan Red Quinoa Walnut Cake 252g,https://www.yamibuy.com/en/p/djulis-taiwan-red-quinoa-walnut-cake-252g/1016072061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DJULIS,,,$17.99,Taiwan Red Quinoa Walnut Cake 252g,1,Taiwan,,5
Taiwan Pineapple Cake  150g,https://www.yamibuy.com/en/p/ching-tse-taiwan-pineapple-cake-150g/1016072011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHING TSE,,,$10.99,Taiwan Pineapple Cake  150g,7,Taiwan,,5
MITIAOXING Sachima Sesame Flavor 468g,https://www.yamibuy.com/en/p/mitiaoxing-sachima-sesame-flavor-468g/1016068391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MITIAOXIONG,,,$3.49,MITIAOXING Sachima Sesame Flavor 468g,9,China,,4
Sachima Grape Flavor 468g,https://www.yamibuy.com/en/p/mitiaoxiong-sachima-rape-flavor-468g/1016068381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MITIAOXIONG,,,$3.49,Sachima Grape Flavor 468g,8,China,,4.8
Kumquat Crackers gift box 26g*12,https://www.yamibuy.com/en/p/fu-yishani-kumquat-crackers-gift-box-26g-12/1016066761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Fu Yishan,,,,Kumquat Crackers gift box 26g*12,2,Taiwan,,4
Taiwan Banana Pastry Gift 50g*6,https://www.yamibuy.com/en/p/gobuycake-taiwan-banana-pastry-gift-nine-50g-6/1016066721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GOBUYCAKE,3 Options,,,Taiwan Banana Pastry Gift 50g*6,4,Taiwan,Banana Cake,5
Biscuits BBQ Flavor 85g,https://www.yamibuy.com/en/p/ksf-cracker-85g/1016066291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,,,$1.49,Biscuits BBQ Flavor 85g,12,China,,4.5
Sun Cake 5pcs 190g,https://www.yamibuy.com/en/p/chen-yun-pao-chuan-sun-cake-5pcs/1016064021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHEN YUN PAO CHUAN,9 Options,,$8.99,Sun Cake 5pcs 190g,145,Taiwan,Sun Cake,4.8
Handmade Caramel Treat Nori Flavor 100g,https://www.yamibuy.com/en/p/ching-tse-handmade-caramel-treat-nori-falvor/1016063041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHING TSE,3 Options,,$11.99,Handmade Caramel Treat Nori Flavor 100g,5,Taiwan,Nori Flavor,4.6
Durian Cake 250g,https://www.yamibuy.com/en/p/bamboo-house-durian-cake/1016061951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAMBOO HOUSE,,,$3.99,Durian Cake 250g,16,Taiwan,,4.1
Vegetable Biscuits 150g,https://www.yamibuy.com/en/p/smile-sun-vegetable-biscuits-150g/1016060991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SMILE SUN,5 Options,,$2.09,Vegetable Biscuits 150g,5,Taiwan,Vegetable Flavor 150g,4.6
High fiber biscuits 150g,https://www.yamibuy.com/en/p/smile-sun-high-fiber-biscuits-150g/1016060981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SMILE SUN,5 Options,,$2.09,High fiber biscuits 150g,7,Taiwan,High Fiber Flavor 150g,4.7
Melon cake 200g,https://www.yamibuy.com/en/p/smile-sun-melon-cake-200g/1016060941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SMILE SUN,3 Options,,$2.99,Melon cake 200g,Be the first!,Taiwan,,
Unsweetened Pineapple Cake 150g,https://www.yamibuy.com/en/p/bamboo-house-unsweetened-pineapple-cake-150g/1016059411,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAMBOO HOUSE,,,$3.79,Unsweetened Pineapple Cake 150g,28,Taiwan,,4.5
Tarot Cake 300g,https://www.yamibuy.com/en/p/bamboo-house-tarot-cake-300g/1016059391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAMBOO HOUSE,,,$4.29,Tarot Cake 300g,18,Taiwan,,2.9
Rice Cake Green Tea Flavor 10.5oz,https://www.yamibuy.com/en/p/huazhilian-rice-cake-green-tea-flavor-10-5oz/1016057851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAZHILIAN,4 Options,,$4.09,Rice Cake Green Tea Flavor 10.5oz,9,China,Green Tea Flavor,3.1
Original Flavor Soft Flour Cake 960g,https://www.yamibuy.com/en/p/jingyizhen-original-flavor-soft-flour-cake-960g/1016042041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINGYIZHEN,2 Options,,$9.99,Original Flavor Soft Flour Cake 960g,Be the first!,China,China,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
